,score,algorithm
0,9.26,mohsbotsarm
1,8.76,modaarm
2,7.74,mososarm
3,6.66,nshsdearm
4,6.43,motlboarm
5,6.22,mopso
6,5.94,mosaarm
7,5.87,mogeaarm
8,5.34,modearm
9,4.56,mogsaarm
10,4.47,mossoarm
11,4.03,nsgaii
12,3.99,moaloarm
13,3.89,mocsoarm
14,3.6,mowsaarm
15,2.91,mowoaarm
16,2.77,hmofaarm
17,2.68,mocatsoarm
18,2.62,mofpaarm
19,2.15,mocssarm
