,algorithm,support,confidence,cosine
0,mocsoarm,0.3443708609271523,1.0,0.5868312030960455
1,mopso,0.033112582781456956,1.0,0.202444082544729
2,mopso,0.039735099337748346,0.039735099337748346,0.19933664825552863
3,nsgaii,0.013245033112582781,1.0,0.1150870675296872
4,nsgaii,0.026490066225165563,0.026490066225165563,0.1627576917542319
5,hmofaarm,0.026490066225165563,1.0,0.1627576917542319
6,mosaarm,0.10596026490066225,1.0,0.3255153835084638
7,mosaarm,0.18543046357615894,0.9333333333333335,0.451848057057532
8,mowsaarm,0.013245033112582781,1.0,0.12803687993289598
9,mocatsoarm,0.013245033112582781,0.3333333333333333,0.2182178902359924
10,mocatsoarm,0.019867549668874173,0.2,0.20701966780270628
11,mocatsoarm,0.039735099337748346,1.0,0.19933664825552863
12,motlboarm,0.039735099337748346,1.0,0.19933664825552863
13,mofpaarm,0.006622516556291391,0.07142857142857142,0.2672612419124244
14,mofpaarm,0.006622516556291391,1.0,0.08137884587711595
15,moaloarm,0.4966887417218543,1.0,0.7047614786024093
16,modaarm,0.847682119205298,1.0,0.9206965402374976
17,mohsbotsarm,0.013245033112582781,0.15384615384615385,0.07692307692307693
18,modearm,0.033112582781456956,1.0,0.19764235376052372
19,modearm,0.11920529801324503,0.5142857142857143,0.24759964021658667
20,nshsdearm,0.013245033112582781,1.0,0.16329931618554522
21,nshsdearm,0.026490066225165563,0.16666666666666666,0.06644554941850954
22,mogeaarm,0.013245033112582781,0.5,0.08137884587711595
23,mogeaarm,0.019867549668874173,0.25,0.07047614786024094
24,mogsaarm,0.013245033112582781,1.0,0.31622776601683794
25,mogsaarm,0.019867549668874173,0.5,0.09966832412776432
26,mossoarm,0.006622516556291391,1.0,0.08137884587711595
27,mowoaarm,0.847682119205298,1.0,0.9206965402374976
28,mososarm,0.1390728476821192,1.0,0.3729247212000288
29,mocssarm,0.013245033112582781,0.10526315789473684,0.03733917529687579
30,mocssarm,0.019867549668874173,0.019867549668874173,0.06771129266492834
