,score,algorithm
0,28.0,mopso
1,28.0,hmofaarm
2,28.0,mocatsoarm
3,28.0,modaarm
4,28.0,mogeaarm
5,28.0,mowoaarm
6,27.0,mossoarm
7,26.0,moaloarm
8,23.0,mosaarm
9,23.0,mososarm
10,11.0,mocssarm
11,6.25,mocsoarm
12,6.0,mofpaarm
13,3.5,nsgaii
14,3.33,mogsaarm
15,3.0,mowsaarm
16,2.5,nshsdearm
17,1.0,mohsbotsarm
18,1.0,modearm
19,0.33,motlboarm
