,score,algorithm
0,33.0,mopso
1,33.0,hmofaarm
2,33.0,mocatsoarm
3,33.0,modaarm
4,33.0,mogeaarm
5,33.0,mowoaarm
6,33.0,mososarm
7,32.0,mossoarm
8,29.0,moaloarm
9,23.0,modearm
10,18.0,mofpaarm
11,10.67,mosaarm
12,7.5,mocssarm
13,6.0,mocsoarm
14,3.33,mogsaarm
15,3.25,nsgaii
16,2.0,mowsaarm
17,1.0,nshsdearm
18,0.67,motlboarm
19,0.5,mohsbotsarm
