,score,algorithm
0,28.0,hmofaarm
1,28.0,mocatsoarm
2,28.0,modaarm
3,28.0,mogeaarm
4,28.0,mowoaarm
5,27.0,mossoarm
6,26.0,moaloarm
7,24.0,mosaarm
8,24.0,mososarm
9,12.0,mofpaarm
10,7.0,mocsoarm
11,6.5,nshsdearm
12,6.5,mogsaarm
13,6.33,mowsaarm
14,3.0,nsgaii
15,3.0,modearm
16,2.0,mohsbotsarm
17,1.67,motlboarm
18,1.0,mopso
19,0.67,mocssarm
