,score,algorithm
0,27.0,mopso
1,27.0,hmofaarm
2,27.0,mocatsoarm
3,27.0,motlboarm
4,27.0,modaarm
5,27.0,mogeaarm
6,27.0,mowoaarm
7,27.0,mososarm
8,26.0,mossoarm
9,23.0,mosaarm
10,22.0,moaloarm
11,17.0,modearm
12,15.0,mofpaarm
13,6.5,mogsaarm
14,5.0,mocssarm
15,4.25,mocsoarm
16,1.75,nsgaii
17,1.0,mowsaarm
18,0.33,nshsdearm
19,0.0,mohsbotsarm
