,score,algorithm
0,14.98,mososarm
1,14.08,mossoarm
2,9.2,moaloarm
3,8.77,modaarm
4,8.19,mocsoarm
5,7.87,nshsdearm
6,6.41,nsgaii
7,6.34,mowsaarm
8,5.39,motlboarm
9,5.31,mogeaarm
10,4.95,mofpaarm
11,4.95,mohsbotsarm
12,4.92,modearm
13,4.86,mowoaarm
14,4.7,mocssarm
15,4.62,mosaarm
16,4.55,mogsaarm
17,4.16,mopso
18,2.8,mocatsoarm
19,2.62,hmofaarm
