,algorithm,nbRules
0,mocsoarm,2
1,mopso,3
2,nsgaii,2
3,hmofaarm,2
4,mosaarm,3
5,mowsaarm,3
6,mocatsoarm,1
7,motlboarm,4
8,mofpaarm,2
9,moaloarm,3
10,modaarm,4
11,mohsbotsarm,3
12,modearm,4
13,nshsdearm,4
14,mogeaarm,3
15,mogsaarm,2
16,mossoarm,1
17,mowoaarm,1
18,mososarm,3
19,mocssarm,1
