,algorithm,nbRules
0,mocsoarm,5
1,mopso,1
2,nsgaii,4
3,hmofaarm,1
4,mosaarm,2
5,mowsaarm,6
6,mocatsoarm,2
7,motlboarm,2
8,mofpaarm,1
9,moaloarm,1
10,modaarm,5
11,mohsbotsarm,6
12,modearm,4
13,nshsdearm,4
14,mogeaarm,3
15,mogsaarm,3
16,mossoarm,3
17,mowoaarm,2
18,mososarm,1
19,mocssarm,3
