,algorithm,nbRules
0,mocsoarm,3
1,mopso,1
2,nsgaii,5
3,hmofaarm,1
4,mosaarm,2
5,mowsaarm,1
6,mocatsoarm,1
7,motlboarm,1
8,mofpaarm,2
9,moaloarm,4
10,modaarm,2
11,mohsbotsarm,2
12,modearm,2
13,nshsdearm,3
14,mogeaarm,3
15,mogsaarm,3
16,mossoarm,1
17,mowoaarm,2
18,mososarm,3
19,mocssarm,2
