,score,algorithm
0,12.28,nshsdearm
1,11.37,mossoarm
2,10.45,mocsoarm
3,10.19,mososarm
4,10.1,mogsaarm
5,7.84,mohsbotsarm
6,7.62,motlboarm
7,7.57,mopso
8,7.18,mocssarm
9,4.95,mosaarm
10,4.95,mofpaarm
11,4.95,modaarm
12,4.92,mowsaarm
13,4.92,mocatsoarm
14,4.92,mogeaarm
15,4.88,nsgaii
16,2.95,hmofaarm
17,2.95,modearm
18,2.88,mowoaarm
19,2.79,moaloarm
