,score,algorithm
0,9.1,mossoarm
1,7.64,mosaarm
2,7.34,mohsbotsarm
3,6.95,modaarm
4,6.81,mocatsoarm
5,6.58,nsgaii
6,6.53,mopso
7,6.38,nshsdearm
8,6.36,mogsaarm
9,6.01,mowsaarm
10,5.72,mowoaarm
11,5.31,motlboarm
12,5.16,mogeaarm
13,5.05,mocsoarm
14,4.39,mocssarm
15,2.91,mofpaarm
16,2.8,hmofaarm
17,2.8,mososarm
18,2.69,modearm
19,1.87,moaloarm
