,0,1
0,5.91,motlboarm
1,2.93,nsgaii
2,2.89,mofpaarm
3,2.73,mosaarm
4,1.33,mogsaarm
5,1.3,mocsoarm
6,1.26,mohsbotsarm
7,1.11,mososarm
8,0.98,hmofaarm
9,0.96,moaloarm
10,0.94,mowoaarm
11,0.92,mopso
12,0.89,mossoarm
13,0.88,mogeaarm
14,0.81,modearm
15,0.79,modaarm
16,0.62,mowsaarm
17,0.48,nshsdearm
18,0.35,mocssarm
19,0.27,mocatsoarm
