,0,1
0,1.16,mososarm
1,1.1,mocatsoarm
2,0.97,modaarm
3,0.97,mowoaarm
4,0.91,moaloarm
5,0.84,modearm
6,0.78,mowsaarm
7,0.55,mogsaarm
8,0.53,mosaarm
9,0.5,nshsdearm
10,0.45,mocsoarm
11,0.45,mogeaarm
12,0.3,mohsbotsarm
13,0.26,mossoarm
14,0.25,mopso
15,0.25,nsgaii
16,0.25,mofpaarm
17,0.19,hmofaarm
18,0.06,mocssarm
19,0.0,motlboarm
