,0,1
0,5.71,motlboarm
1,2.89,mofpaarm
2,2.7,nsgaii
3,1.9,mosaarm
4,1.11,mososarm
5,0.98,hmofaarm
6,0.96,moaloarm
7,0.95,mogsaarm
8,0.93,modaarm
9,0.93,mowoaarm
10,0.91,mopso
11,0.87,mogeaarm
12,0.84,mossoarm
13,0.8,modearm
14,0.61,mowsaarm
15,0.53,mocsoarm
16,0.43,nshsdearm
17,0.37,mocssarm
18,0.27,mocatsoarm
19,0.19,mohsbotsarm
