,0,1
0,2.93,mofpaarm
1,2.26,mosaarm
2,2.1,nsgaii
3,1.88,motlboarm
4,1.74,modaarm
5,1.27,mogsaarm
6,0.98,mossoarm
7,0.95,hmofaarm
8,0.95,moaloarm
9,0.93,mowoaarm
10,0.9,mopso
11,0.83,modearm
12,0.78,mocsoarm
13,0.67,mowsaarm
14,0.64,mogeaarm
15,0.6,mocatsoarm
16,0.48,nshsdearm
17,0.43,mososarm
18,0.4,mocssarm
19,0.0,mohsbotsarm
