,score,algorithm
0,6.09,hmofaarm
1,5.41,mocssarm
2,4.78,motlboarm
3,4.68,mohsbotsarm
4,4.52,mofpaarm
5,4.27,mowoaarm
6,3.93,nsgaii
7,3.76,nshsdearm
8,3.66,modearm
9,3.63,mocatsoarm
10,3.46,mogsaarm
11,3.0,modaarm
12,2.91,mososarm
13,2.78,mowsaarm
14,2.59,mossoarm
15,2.45,mopso
16,1.66,mocsoarm
17,1.65,mosaarm
18,1.54,mogeaarm
19,1.53,moaloarm
