,score,algorithm
0,18.9,mossoarm
1,14.83,mocssarm
2,13.85,nsgaii
3,11.14,motlboarm
4,10.36,mogsaarm
5,9.62,nshsdearm
6,7.6,modaarm
7,7.58,mohsbotsarm
8,6.3,mocsoarm
9,5.47,mopso
10,4.95,mowsaarm
11,4.95,mowoaarm
12,4.92,mosaarm
13,4.92,modearm
14,4.8,mofpaarm
15,4.8,mogeaarm
16,4.73,moaloarm
17,2.91,hmofaarm
18,2.91,mocatsoarm
19,2.86,mososarm
