,score,algorithm
0,25.0,mocsoarm
1,25.0,mopso
2,25.0,mocatsoarm
3,25.0,modaarm
4,25.0,mogeaarm
5,25.0,mowoaarm
6,25.0,mososarm
7,24.0,mosaarm
8,23.0,mossoarm
9,22.0,hmofaarm
10,15.0,mofpaarm
11,15.0,moaloarm
12,15.0,modearm
13,10.0,motlboarm
14,6.0,nsgaii
15,5.0,nshsdearm
16,5.0,mocssarm
17,3.0,mogsaarm
18,2.67,mowsaarm
19,0.2,mohsbotsarm
