,score,algorithm
0,33.0,mocatsoarm
1,33.0,modaarm
2,33.0,mogeaarm
3,32.0,mowoaarm
4,31.0,mossoarm
5,30.0,hmofaarm
6,29.0,mocsoarm
7,25.0,moaloarm
8,12.0,nshsdearm
9,9.33,mosaarm
10,9.0,mowsaarm
11,8.0,mogsaarm
12,6.0,mopso
13,5.67,mofpaarm
14,5.0,mososarm
15,3.0,modearm
16,2.33,motlboarm
17,1.67,mocssarm
18,1.0,nsgaii
19,0.0,mohsbotsarm
