,score,algorithm
0,28.0,mocsoarm
1,28.0,mopso
2,28.0,mocatsoarm
3,28.0,modaarm
4,28.0,mogeaarm
5,28.0,mowoaarm
6,27.0,mosaarm
7,25.0,mossoarm
8,25.0,mososarm
9,24.0,hmofaarm
10,17.0,mofpaarm
11,17.0,moaloarm
12,17.0,modearm
13,7.5,nshsdearm
14,7.33,mocssarm
15,4.75,mogsaarm
16,4.0,mowsaarm
17,3.33,nsgaii
18,0.33,motlboarm
19,0.33,mohsbotsarm
