,score,algorithm
0,8.58,mocatsoarm
1,7.47,mossoarm
2,7.01,modaarm
3,6.56,nshsdearm
4,6.28,mosaarm
5,6.23,mocsoarm
6,6.06,motlboarm
7,5.58,mopso
8,5.48,modearm
9,4.8,mohsbotsarm
10,4.72,mososarm
11,4.32,mocssarm
12,4.09,mowsaarm
13,3.62,mofpaarm
14,2.91,hmofaarm
15,2.76,moaloarm
16,2.68,mogsaarm
17,2.35,nsgaii
18,2.19,mowoaarm
19,1.77,mogeaarm
