,score,algorithm
0,29.0,modaarm
1,29.0,mossoarm
2,29.0,mowoaarm
3,27.0,moaloarm
4,27.0,mososarm
5,25.0,mocsoarm
6,25.0,mogeaarm
7,24.0,modearm
8,22.0,hmofaarm
9,22.0,mosaarm
10,21.0,mocatsoarm
11,14.0,nsgaii
12,10.0,mopso
13,9.5,mofpaarm
14,6.0,nshsdearm
15,5.33,mowsaarm
16,1.67,mocssarm
17,1.0,motlboarm
18,1.0,mogsaarm
19,0.0,mohsbotsarm
