,score,algorithm
0,28.0,mosaarm
1,28.0,modaarm
2,28.0,mossoarm
3,28.0,mowoaarm
4,26.0,moaloarm
5,26.0,mososarm
6,23.0,mocsoarm
7,23.0,mocatsoarm
8,23.0,mogeaarm
9,22.0,modearm
10,21.0,hmofaarm
11,14.0,nsgaii
12,9.5,mofpaarm
13,8.0,mopso
14,6.0,mowsaarm
15,5.25,nshsdearm
16,2.0,mocssarm
17,1.0,motlboarm
18,1.0,mogsaarm
19,0.0,mohsbotsarm
