,score,algorithm
0,31.0,modaarm
1,31.0,mossoarm
2,31.0,mowoaarm
3,29.0,moaloarm
4,29.0,mososarm
5,27.0,mocsoarm
6,27.0,mogeaarm
7,26.0,modearm
8,23.0,hmofaarm
9,23.0,mosaarm
10,23.0,mocatsoarm
11,16.0,nsgaii
12,11.0,mopso
13,10.5,mofpaarm
14,7.25,nshsdearm
15,6.33,mowsaarm
16,2.0,mogsaarm
17,1.5,motlboarm
18,1.2,mocssarm
19,0.0,mohsbotsarm
