,algorithm,nbRules
0,mocsoarm,2
1,mopso,3
2,nsgaii,3
3,hmofaarm,2
4,mosaarm,2
5,mowsaarm,3
6,mocatsoarm,3
7,motlboarm,2
8,mofpaarm,3
9,moaloarm,2
10,modaarm,2
11,mohsbotsarm,4
12,modearm,3
13,nshsdearm,3
14,mogeaarm,4
15,mogsaarm,4
16,mossoarm,4
17,mowoaarm,2
18,mososarm,2
19,mocssarm,4
