,algorithm,nbRules
0,mocsoarm,1
1,mopso,2
2,nsgaii,1
3,hmofaarm,1
4,mosaarm,3
5,mowsaarm,7
6,mocatsoarm,4
7,motlboarm,4
8,mofpaarm,1
9,moaloarm,2
10,modaarm,3
11,mohsbotsarm,4
12,modearm,5
13,nshsdearm,4
14,mogeaarm,1
15,mogsaarm,1
16,mossoarm,3
17,mowoaarm,1
18,mososarm,5
19,mocssarm,5
