,score,algorithm
0,10.31,mossoarm
1,10.08,mocatsoarm
2,9.78,modaarm
3,8.29,nsgaii
4,7.94,mocssarm
5,6.67,nshsdearm
6,5.61,mofpaarm
7,5.47,motlboarm
8,5.05,mocsoarm
9,4.94,mohsbotsarm
10,4.92,hmofaarm
11,4.92,mosaarm
12,4.92,mogeaarm
13,4.92,mogsaarm
14,4.92,mowoaarm
15,4.8,mopso
16,4.79,mowsaarm
17,4.36,moaloarm
18,2.91,mososarm
19,2.79,modearm
