,score,algorithm
0,30.0,modaarm
1,30.0,mowoaarm
2,29.0,moaloarm
3,28.0,mocsoarm
4,27.0,hmofaarm
5,25.0,mocatsoarm
6,24.0,mososarm
7,16.0,mosaarm
8,15.0,mossoarm
9,14.0,mogeaarm
10,12.0,motlboarm
11,8.33,modearm
12,5.67,mopso
13,5.5,mogsaarm
14,5.0,mowsaarm
15,3.0,nshsdearm
16,2.0,nsgaii
17,2.0,mocssarm
18,0.0,mofpaarm
19,0.0,mohsbotsarm
