,score,algorithm
0,30.0,modaarm
1,30.0,mogeaarm
2,30.0,mowoaarm
3,29.0,moaloarm
4,28.0,mocsoarm
5,27.0,hmofaarm
6,25.0,mossoarm
7,24.0,mocatsoarm
8,23.0,mososarm
9,15.5,mosaarm
10,12.0,motlboarm
11,8.33,modearm
12,6.0,mopso
13,5.5,mogsaarm
14,5.0,mowsaarm
15,3.0,nshsdearm
16,2.0,nsgaii
17,2.0,mocssarm
18,0.0,mofpaarm
19,0.0,mohsbotsarm
