,algorithm,nbRules
0,mocsoarm,2
1,mopso,2
2,nsgaii,5
3,hmofaarm,1
4,mosaarm,1
5,mowsaarm,3
6,mocatsoarm,3
7,motlboarm,4
8,mofpaarm,2
9,moaloarm,3
10,modaarm,6
11,mohsbotsarm,2
12,modearm,2
13,nshsdearm,3
14,mogeaarm,2
15,mogsaarm,3
16,mossoarm,3
17,mowoaarm,2
18,mososarm,3
19,mocssarm,1
