,score,algorithm
0,27.0,hmofaarm
1,27.0,mocatsoarm
2,27.0,moaloarm
3,27.0,modaarm
4,25.0,mossoarm
5,25.0,mowoaarm
6,24.0,mogeaarm
7,23.0,mocsoarm
8,22.0,motlboarm
9,19.0,modearm
10,18.0,mopso
11,5.75,mofpaarm
12,5.0,nsgaii
13,4.5,mosaarm
14,2.5,mocssarm
15,1.33,mososarm
16,1.0,nshsdearm
17,0.0,mowsaarm
18,0.0,mohsbotsarm
19,0.0,mogsaarm
