,score,algorithm
0,31.0,hmofaarm
1,31.0,mocatsoarm
2,31.0,moaloarm
3,31.0,modaarm
4,31.0,mossoarm
5,27.0,mocsoarm
6,27.0,mopso
7,27.0,motlboarm
8,27.0,mowoaarm
9,26.0,mogeaarm
10,23.0,modearm
11,13.0,mosaarm
12,12.33,mofpaarm
13,9.5,nsgaii
14,4.0,mososarm
15,4.0,mocssarm
16,1.33,mogsaarm
17,1.0,mohsbotsarm
18,0.75,nshsdearm
19,0.0,mowsaarm
