,score,algorithm
0,28.0,hmofaarm
1,28.0,mocatsoarm
2,28.0,motlboarm
3,28.0,moaloarm
4,28.0,modaarm
5,28.0,mogeaarm
6,28.0,mossoarm
7,24.0,mocsoarm
8,24.0,mopso
9,24.0,modearm
10,24.0,mowoaarm
11,23.0,mososarm
12,12.0,mosaarm
13,9.0,mofpaarm
14,6.5,nsgaii
15,4.0,mowsaarm
16,2.67,mohsbotsarm
17,2.0,mocssarm
18,1.4,nshsdearm
19,0.67,mogsaarm
