,score,algorithm
0,13.14,mowsaarm
1,10.47,nshsdearm
2,8.78,mogeaarm
3,8.14,mocatsoarm
4,7.39,mocsoarm
5,7.07,modaarm
6,4.92,mohsbotsarm
7,4.92,mososarm
8,4.89,moaloarm
9,4.88,mogsaarm
10,4.8,mosaarm
11,4.79,nsgaii
12,2.95,modearm
13,2.91,mopso
14,2.91,mowoaarm
15,2.86,motlboarm
16,2.86,mocssarm
17,2.79,mofpaarm
18,2.62,hmofaarm
19,2.61,mossoarm
