,score,algorithm
0,11.49,mogeaarm
1,10.16,nsgaii
2,9.8,modaarm
3,9.45,modearm
4,8.83,mogsaarm
5,8.32,mowsaarm
6,7.82,mopso
7,7.49,mocssarm
8,6.96,mocsoarm
9,6.86,nshsdearm
10,6.3,motlboarm
11,6.24,mocatsoarm
12,4.95,mohsbotsarm
13,4.86,mofpaarm
14,4.6,mossoarm
15,4.22,mososarm
16,2.91,hmofaarm
17,2.91,moaloarm
18,2.79,mowoaarm
19,2.77,mosaarm
