,score,algorithm
0,24.0,moaloarm
1,22.0,modaarm
2,22.0,mowoaarm
3,20.0,mosaarm
4,20.0,mofpaarm
5,17.0,mogeaarm
6,16.0,mocatsoarm
7,15.0,modearm
8,11.0,mohsbotsarm
9,7.5,mososarm
10,7.0,hmofaarm
11,7.0,motlboarm
12,4.0,mopso
13,4.0,mowsaarm
14,4.0,nshsdearm
15,3.0,mocssarm
16,2.0,mocsoarm
17,1.0,mossoarm
18,0.0,nsgaii
19,0.0,mogsaarm
