,score,algorithm
0,25.0,mocsoarm
1,25.0,moaloarm
2,25.0,mowoaarm
3,23.0,mocatsoarm
4,23.0,modaarm
5,21.0,hmofaarm
6,21.0,mogeaarm
7,20.0,mossoarm
8,18.0,mosaarm
9,18.0,mofpaarm
10,15.0,modearm
11,10.0,mohsbotsarm
12,6.5,motlboarm
13,6.5,mososarm
14,4.0,mopso
15,3.5,nshsdearm
16,3.0,mowsaarm
17,2.5,mocssarm
18,0.5,nsgaii
19,0.5,mogsaarm
