,score,algorithm
0,27.0,mocsoarm
1,27.0,motlboarm
2,27.0,moaloarm
3,27.0,mogeaarm
4,27.0,mowoaarm
5,25.0,mocatsoarm
6,25.0,modaarm
7,24.0,mossoarm
8,23.0,hmofaarm
9,22.0,modearm
10,19.0,mofpaarm
11,13.5,mosaarm
12,10.0,mopso
13,9.0,nshsdearm
14,5.0,mososarm
15,4.33,mowsaarm
16,3.67,mohsbotsarm
17,2.5,mocssarm
18,0.5,nsgaii
19,0.5,mogsaarm
