,algorithm,nbRules
0,mocsoarm,1
1,mopso,2
2,nsgaii,4
3,hmofaarm,4
4,mowsaarm,3
5,mocatsoarm,3
6,motlboarm,2
7,mofpaarm,2
8,moaloarm,6
9,modaarm,3
10,mohsbotsarm,2
11,modearm,5
12,nshsdearm,2
13,mogeaarm,3
14,mogsaarm,4
15,mossoarm,2
