,score,algorithm
0,23.0,mowoaarm
1,22.0,modaarm
2,21.0,moaloarm
3,20.0,modearm
4,15.0,mohsbotsarm
5,14.0,mososarm
6,11.0,mopso
7,9.0,mocsoarm
8,8.5,mosaarm
9,7.5,mofpaarm
10,7.0,mowsaarm
11,7.0,nshsdearm
12,6.5,hmofaarm
13,6.0,mocssarm
14,5.0,motlboarm
15,0.0,nsgaii
16,0.0,mocatsoarm
17,0.0,mogeaarm
18,0.0,mogsaarm
19,0.0,mossoarm
