,score,algorithm
0,29.0,mowoaarm
1,26.0,moaloarm
2,26.0,modaarm
3,26.0,mogeaarm
4,25.0,hmofaarm
5,19.0,mocsoarm
6,14.0,mosaarm
7,13.0,modearm
8,11.0,nsgaii
9,9.5,mohsbotsarm
10,9.0,mowsaarm
11,9.0,mososarm
12,8.0,mogsaarm
13,6.0,mopso
14,3.67,nshsdearm
15,3.5,mocatsoarm
16,3.5,mofpaarm
17,3.0,mocssarm
18,0.0,motlboarm
19,0.0,mossoarm
