,score,algorithm
0,25.0,mosaarm
1,25.0,mocatsoarm
2,25.0,motlboarm
3,25.0,modaarm
4,25.0,mossoarm
5,25.0,mowoaarm
6,25.0,mososarm
7,21.0,mocsoarm
8,21.0,mofpaarm
9,21.0,moaloarm
10,21.0,mogeaarm
11,20.0,hmofaarm
12,18.0,mopso
13,9.5,modearm
14,5.0,nsgaii
15,3.67,mowsaarm
16,3.0,mocssarm
17,1.67,nshsdearm
18,1.25,mohsbotsarm
19,0.0,mogsaarm
