,score,algorithm
0,33.0,modaarm
1,33.0,mowoaarm
2,28.0,mocsoarm
3,28.0,mocatsoarm
4,28.0,motlboarm
5,28.0,moaloarm
6,28.0,mogeaarm
7,27.0,hmofaarm
8,25.0,mopso
9,25.0,mososarm
10,23.0,mofpaarm
11,17.0,mossoarm
12,13.0,mosaarm
13,11.0,modearm
14,10.0,nsgaii
15,8.5,mowsaarm
16,2.75,mohsbotsarm
17,2.67,mogsaarm
18,1.75,nshsdearm
19,0.0,mocssarm
