,algorithm,nbRules
0,mocsoarm,4
1,mopso,1
2,nsgaii,3
3,hmofaarm,1
4,mosaarm,5
5,mowsaarm,1
6,mocatsoarm,4
7,motlboarm,4
8,mofpaarm,2
9,moaloarm,3
10,modaarm,2
11,mohsbotsarm,3
12,modearm,3
13,nshsdearm,4
14,mogeaarm,3
15,mogsaarm,2
16,mossoarm,4
17,mowoaarm,1
18,mososarm,1
19,mocssarm,5
