,score,algorithm
0,29.0,moaloarm
1,29.0,modaarm
2,26.0,mosaarm
3,25.0,mowoaarm
4,24.0,modearm
5,23.0,mogeaarm
6,22.0,mocsoarm
7,16.0,mopso
8,12.5,hmofaarm
9,8.5,nshsdearm
10,6.33,mowsaarm
11,5.33,motlboarm
12,4.0,nsgaii
13,3.5,mocatsoarm
14,3.0,mofpaarm
15,3.0,mososarm
16,2.5,mossoarm
17,1.5,mocssarm
18,1.0,mogsaarm
19,0.0,mohsbotsarm
