,score,algorithm
0,31.0,mocsoarm
1,31.0,mopso
2,31.0,hmofaarm
3,31.0,modaarm
4,31.0,mowoaarm
5,31.0,mososarm
6,28.0,mocatsoarm
7,28.0,moaloarm
8,28.0,modearm
9,26.0,mofpaarm
10,26.0,mossoarm
11,24.0,nsgaii
12,20.0,mogeaarm
13,18.5,mosaarm
14,7.0,nshsdearm
15,6.33,mowsaarm
16,3.25,motlboarm
17,2.83,mocssarm
18,0.5,mogsaarm
19,0.0,mohsbotsarm
