,score,algorithm
0,32.0,mocsoarm
1,32.0,hmofaarm
2,30.0,moaloarm
3,30.0,modaarm
4,27.0,mowoaarm
5,25.0,mosaarm
6,25.0,mogeaarm
7,24.0,modearm
8,19.0,mopso
9,8.0,nshsdearm
10,7.0,mocssarm
11,4.67,mowsaarm
12,4.25,motlboarm
13,3.5,nsgaii
14,2.5,mocatsoarm
15,2.0,mossoarm
16,1.5,mososarm
17,1.0,mofpaarm
18,1.0,mohsbotsarm
19,0.0,mogsaarm
