,score,algorithm
0,30.0,mocsoarm
1,30.0,mopso
2,30.0,hmofaarm
3,30.0,modaarm
4,30.0,mowoaarm
5,28.0,mocatsoarm
6,28.0,moaloarm
7,27.0,mossoarm
8,25.0,nsgaii
9,25.0,modearm
10,23.0,mogeaarm
11,21.0,mosaarm
12,20.0,mososarm
13,7.33,nshsdearm
14,6.67,mowsaarm
15,6.0,mocssarm
16,4.25,motlboarm
17,0.5,mofpaarm
18,0.5,mogsaarm
19,0.0,mohsbotsarm
