,algorithm,nbRules
0,mocsoarm,1
1,mopso,4
2,nsgaii,3
3,hmofaarm,5
4,mosaarm,2
5,mowsaarm,2
6,mocatsoarm,3
7,motlboarm,2
8,mofpaarm,1
9,moaloarm,4
10,modaarm,3
11,mohsbotsarm,4
12,modearm,5
13,nshsdearm,5
14,mogeaarm,3
15,mogsaarm,4
16,mossoarm,3
17,mowoaarm,2
18,mososarm,3
19,mocssarm,2
