,algorithm,nbRules
0,mocsoarm,3
1,mopso,2
2,nsgaii,5
3,hmofaarm,1
4,mosaarm,2
5,mowsaarm,4
6,mocatsoarm,5
7,motlboarm,7
8,mofpaarm,2
9,moaloarm,2
10,modaarm,5
11,mohsbotsarm,2
12,modearm,3
13,nshsdearm,6
14,mogeaarm,4
15,mogsaarm,1
16,mossoarm,3
17,mowoaarm,2
18,mososarm,1
19,mocssarm,2
