,algorithm,support,confidence,cosine
0,mocsoarm,0.847682119205298,1.0,0.9206965402374976
1,mopso,0.039735099337748346,0.3157894736842105,0.20751433915982243
2,nsgaii,0.006622516556291391,1.0,0.08137884587711595
3,nsgaii,0.026490066225165563,0.026490066225165563,0.0727874525246839
4,hmofaarm,0.33112582781456956,1.0,0.575435337648436
5,mosaarm,0.18543046357615894,1.0,0.43061637634460553
6,mowsaarm,0.013245033112582781,0.5,0.30151134457776363
7,mowsaarm,0.033112582781456956,1.0,0.202444082544729
8,mowsaarm,0.046357615894039736,0.4375,0.15843755557440745
9,mocatsoarm,0.8079470198675497,1.0,0.8988587318747867
10,motlboarm,0.15894039735099338,1.0,0.39867329651105726
11,mofpaarm,0.12582781456953643,1.0,0.35472216532032
12,moaloarm,0.847682119205298,1.0,0.9206965402374976
13,modaarm,0.8079470198675497,1.0,0.8988587318747867
14,mohsbotsarm,0.033112582781456956,1.0,0.19764235376052372
15,mohsbotsarm,0.059602649006622516,0.0703125,0.1136421612621237
16,modearm,0.07947019867549669,1.0,0.28190459144096375
17,nshsdearm,0.026490066225165563,0.19999999999999998,0.282842712474619
18,nshsdearm,0.06622516556291391,1.0,0.2573425063274894
19,mogeaarm,0.847682119205298,1.0,0.9206965402374976
20,mogsaarm,0.006622516556291391,0.028571428571428574,0.07559289460184544
21,mogsaarm,0.026490066225165563,0.026490066225165563,0.12303325038417301
22,mossoarm,0.19205298013245034,1.0,0.43823849686266764
23,mowoaarm,0.847682119205298,1.0,0.9206965402374976
24,mososarm,0.019867549668874173,1.0,0.156812512046795
25,mososarm,0.052980132450331126,0.7272727272727273,0.27852424952911653
26,mocssarm,0.013245033112582781,1.0,0.1150870675296872
27,mocssarm,0.026490066225165563,0.18181818181818182,0.18609684207969418
28,mocssarm,0.08609271523178808,0.08609271523178808,0.215948035610156
