,score,algorithm
0,10.18,mocsoarm
1,9.75,modaarm
2,9.41,mocatsoarm
3,8.09,mocssarm
4,8.08,mogsaarm
5,8.0,mososarm
6,7.56,mogeaarm
7,7.4,nsgaii
8,7.35,mossoarm
9,7.04,modearm
10,5.55,mosaarm
11,4.92,mohsbotsarm
12,4.82,moaloarm
13,4.8,mowsaarm
14,4.7,motlboarm
15,3.99,hmofaarm
16,2.95,mofpaarm
17,2.86,mowoaarm
18,2.8,nshsdearm
19,2.79,mopso
