,score,algorithm
0,11.55,mohsbotsarm
1,9.45,mogsaarm
2,8.57,mosaarm
3,8.54,mogeaarm
4,7.65,mowsaarm
5,6.93,mocatsoarm
6,6.17,mocssarm
7,5.04,motlboarm
8,4.86,moaloarm
9,4.62,modaarm
10,4.34,mocsoarm
11,4.3,nsgaii
12,3.66,mossoarm
13,3.36,mopso
14,2.91,hmofaarm
15,2.91,mofpaarm
16,2.91,mowoaarm
17,2.88,mososarm
18,2.62,nshsdearm
19,2.59,modearm
