,score,algorithm
0,23.0,mocatsoarm
1,23.0,mofpaarm
2,23.0,moaloarm
3,23.0,modaarm
4,23.0,mogeaarm
5,23.0,mowoaarm
6,22.0,mocsoarm
7,21.0,mossoarm
8,20.0,hmofaarm
9,13.0,mososarm
10,11.0,mosaarm
11,8.0,nshsdearm
12,6.0,mopso
13,5.0,modearm
14,4.67,mocssarm
15,4.0,motlboarm
16,2.5,mohsbotsarm
17,2.0,mowsaarm
18,2.0,mogsaarm
19,0.33,nsgaii
