,score,algorithm
0,22.0,mopso
1,22.0,mocatsoarm
2,22.0,mofpaarm
3,22.0,moaloarm
4,22.0,modaarm
5,22.0,mogeaarm
6,22.0,mossoarm
7,22.0,mowoaarm
8,21.0,mocsoarm
9,20.0,mososarm
10,19.0,hmofaarm
11,12.0,nsgaii
12,5.5,modearm
13,5.0,mosaarm
14,5.0,nshsdearm
15,2.0,mowsaarm
16,1.6,mocssarm
17,1.5,mohsbotsarm
18,1.0,mogsaarm
19,0.5,motlboarm
