,0,1
0,1.05,mocatsoarm
1,0.95,moaloarm
2,0.95,modaarm
3,0.91,mowoaarm
4,0.86,hmofaarm
5,0.86,mosaarm
6,0.82,modearm
7,0.76,motlboarm
8,0.68,mossoarm
9,0.64,mocsoarm
10,0.59,mogeaarm
11,0.5,mofpaarm
12,0.18,mopso
13,0.18,mososarm
14,0.09,mowsaarm
15,0.09,nshsdearm
16,0.09,mogsaarm
17,0.09,mocssarm
18,0.0,nsgaii
19,0.0,mohsbotsarm
