,0,1
0,2.09,mowoaarm
1,1.23,mososarm
2,0.92,hmofaarm
3,0.92,modaarm
4,0.92,mogeaarm
5,0.87,mosaarm
6,0.83,moaloarm
7,0.83,modearm
8,0.79,mocsoarm
9,0.78,mocssarm
10,0.67,mopso
11,0.62,mogsaarm
12,0.5,mossoarm
13,0.42,mowsaarm
14,0.21,mocatsoarm
15,0.21,mohsbotsarm
16,0.12,motlboarm
17,0.08,nshsdearm
18,0.04,nsgaii
19,0.0,mofpaarm
