,algorithm,support,confidence,cosine
0,mocsoarm,0.39586410635155095,0.91156462585034,0.600712673408786
1,mopso,0.0004923682914820286,0.5,0.35355339059327373
2,mopso,0.008862629246676515,0.12000000000000001,0.34641016151377546
3,mopso,0.07385524372230429,1.0,0.27176321259932196
4,nsgaii,0.011816838995568686,1.0,0.1087052850397288
5,nsgaii,0.21270310192023634,0.5326757090012331,0.3366032911635349
6,hmofaarm,0.9753815854258986,1.0,0.9876140872961962
7,mosaarm,0.0014771048744460858,1.0,0.0384331221012044
8,mosaarm,0.008862629246676515,0.15000000000000002,0.1552647508520297
9,mosaarm,0.03052683407188577,0.13247863247863248,0.13853097104436066
10,mosaarm,0.059084194977843424,0.08553100498930863,0.12161094837522628
11,mowsaarm,0.0029542097488921715,1.0,0.0543526425198644
12,mowsaarm,0.03988183161004431,0.3932038834951456,0.12679705623362783
13,mowsaarm,0.09724273756770065,0.09724273756770065,0.3118376782361308
14,mocatsoarm,0.0019694731659281144,1.0,0.04437874678185622
15,mocatsoarm,0.025110782865583457,0.1554878048780488,0.23971417232081382
16,mocatsoarm,0.053175775480059084,0.5,0.22196863065014558
17,mocatsoarm,0.07090103397341212,0.07090103397341212,0.10908471127201985
18,motlboarm,0.0029542097488921715,0.25,0.0271763212599322
19,motlboarm,0.023633677991137372,0.05687203791469195,0.2384785900551493
20,motlboarm,0.026587887740029542,0.057203389830508475,0.11489465726733719
21,mofpaarm,0.0014771048744460858,0.05,0.223606797749979
22,mofpaarm,0.004431314623338257,0.25,0.07955572841757301
23,mofpaarm,0.011816838995568686,0.16666666666666666,0.08333333333333333
24,mofpaarm,0.046282619399310686,0.08422939068100359,0.17383815764523575
25,moaloarm,0.3879862136878385,1.0,0.6228853937024359
26,modaarm,0.49729197439684886,1.0,0.7051893181244656
27,mohsbotsarm,0.10635155096011817,1.0,0.3261158551191864
28,modearm,0.04234367306745446,1.0,0.20577578348157116
29,modearm,0.04529788281634663,0.4423076923076923,0.2110002947624324
30,nshsdearm,0.01772525849335303,0.5,0.09414153837003364
31,nshsdearm,0.03151157065484983,0.380952380952381,0.10956462872895716
32,nshsdearm,0.03545051698670606,0.0943643512450852,0.217214584276799
33,nshsdearm,0.053175775480059084,0.16640986132511557,0.17409009424970925
34,mogeaarm,0.005908419497784343,1.0,0.0768662442024088
35,mogeaarm,0.013293943870014771,0.06428571428571428,0.06821575702091433
36,mogsaarm,0.0009847365829640572,1.0,0.031380512790011215
37,mogsaarm,0.0014771048744460858,0.5,0.08492077756084468
38,mogsaarm,0.003938946331856229,0.5,0.04493531162901138
39,mogsaarm,0.007877892663712457,0.11678832116788322,0.08477602025532502
40,mogsaarm,0.026587887740029542,0.026587887740029542,0.09414153837003364
41,mossoarm,0.18365337272279667,1.0,0.42854798182093523
42,mowoaarm,0.48842934515017233,1.0,0.6988772031982246
43,mososarm,0.003938946331856229,0.15384615384615385,0.08091133940627349
44,mososarm,0.011816838995568686,0.4285714285714286,0.07116431387661541
45,mososarm,0.013293943870014771,0.030066815144766144,0.041648816917885974
46,mocssarm,0.07090103397341212,1.0,0.34022878627424563
