,algorithm,nbRules
0,mocsoarm,2
1,mopso,3
2,nsgaii,2
3,hmofaarm,2
4,mosaarm,2
5,mowsaarm,1
6,mocatsoarm,3
7,motlboarm,4
8,mofpaarm,3
9,moaloarm,2
10,modaarm,1
11,mohsbotsarm,3
12,modearm,3
13,nshsdearm,5
14,mogeaarm,4
15,mogsaarm,2
16,mossoarm,2
17,mowoaarm,2
18,mososarm,4
19,mocssarm,3
