,algorithm,support,confidence,jaccard
0,mowoaarm,0.6183908045977011,1.0,0.6183908045977011
1,mossoarm,0.135632183908046,1.0,0.13563218390804602
2,mossoarm,0.1425287356321839,0.8611111111111112,0.1393258426966292
3,mossoarm,0.22758620689655173,0.7983870967741936,0.4400000000000001
4,mossoarm,0.23908045977011494,0.41106719367588934,0.33876221498371334
5,mossoarm,0.3264367816091954,0.3264367816091954,0.3264367816091955
