,algorithm,support,confidence,jaccard
0,mowoaarm,0.6183908045977011,1.0,0.6183908045977011
1,mossoarm,0.2482758620689655,0.6923076923076923,0.5567010309278351
2,mossoarm,0.2597701149425287,0.807142857142857,0.5113122171945701
3,mossoarm,0.3586206896551724,0.6695278969957081,0.6046511627906976
4,mossoarm,0.4735632183908046,1.0,0.4735632183908047
