,algorithm,support,confidence,jaccard
0,mowoaarm,0.6183908045977011,1.0,0.6183908045977011
1,mossoarm,0.23218390804597702,0.8938053097345133,0.5343915343915344
2,mossoarm,0.2988505747126437,0.7344632768361583,0.4642857142857144
3,mossoarm,0.3080459770114943,1.0,0.3080459770114943
