,algorithm,support,confidence,jaccard
0,mowoaarm,0.6183908045977011,1.0,0.6183908045977011
1,mossoarm,0.3632183908045977,0.802030456852792,0.6583333333333335
2,mossoarm,0.5678160919540229,1.0,0.5678160919540229
